Zipcode,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate
02535,1753,47.4,96061,64197,179,10.21106674
02536,19630,51.7,72489,41029,811,4.131431482
02537,6689,44.6,109707,53584,197,2.945133802
02538,4128,39.7,69327,31214,582,14.09883721
02539,4320,47.3,78902,48032,150,3.472222222
02540,8346,60.3,78603,55977,481,5.763239875
02542,949,25.3,53031,21691,57,6.006322445
02543,649,66.5,99444,119806,72,11.09399076
02553,111,88.2,-666666666,70268,0,0
02554,10935,40.1,107683,55914,905,8.276177412
02556,2499,60.5,96645,62175,69,2.761104442
02557,4665,40.8,75294,37105,451,9.667738478
02558,1170,63.2,45326,34283,250,21.36752137
02559,3746,58.9,73491,45610,193,5.152162306
02561,296,49.8,86422,52410,0,0
02562,3094,46.6,103306,50540,165,5.332902392
02563,9861,53.1,93306,47858,393,3.985397019
02564,233,48.6,112647,31197,55,23.60515021
02568,4107,46.1,51456,41851,374,9.106403701
02571,10608,43.5,63805,32046,1217,11.4724736
02575,2418,54.9,95351,52086,143,5.913978495
02576,4383,48.9,80473,45976,158,3.60483687
02584,0,-666666666,-666666666,-666666666,0,
02601,15677,40.7,54414,28338,2079,13.26146584
02630,1957,53.3,115129,66514,16,0.817577925
02631,9730,54.2,75286,44938,497,5.107913669
02632,10208,51.4,86356,47292,651,6.377351097
02633,4070,63.9,83625,57302,341,8.378378378
02635,3004,55.9,68590,44035,183,6.091877497
02637,199,65.6,188021,82937,0,0
02638,3126,65.7,83632,53970,177,5.6621881
02639,3198,47.6,52719,35504,477,14.91557223
02641,194,69.1,62888,76844,17,8.762886598
02642,4876,60.2,71981,45846,404,8.285479902
02643,0,-666666666,-666666666,-666666666,0,
02644,3791,49.4,98182,41874,138,3.640200475
02645,9116,55.3,78689,37526,518,5.682316806
02646,2094,63,67773,50213,192,9.169054441
02647,97,77.4,77344,40353,0,0
02648,6667,49.8,87060,42969,279,4.18479076
02649,14148,52.7,77019,44176,585,4.134860051
02650,901,61.9,91174,46769,28,3.107658158
02651,25,57.4,-666666666,104640,0,0
02652,687,60.6,70921,39523,13,1.892285298
02653,5856,60,73819,46271,435,7.428278689
02655,3208,55.2,83750,66239,222,6.920199501
02657,2973,56.8,59063,58325,309,10.39354188
02659,1021,55.2,70694,57648,58,5.680705191
02660,6196,57.7,61694,38107,501,8.085861846
02663,102,72.8,64464,51306,0,0
02664,8693,55.8,60432,37185,629,7.235706891
02666,435,62.5,67526,52143,22,5.057471264
02667,3515,56.2,75096,40533,352,10.01422475
02668,2660,55.8,100379,52923,66,2.481203008
02669,27,70.5,-666666666,58715,0,0
02670,1195,60.8,65486,64026,78,6.527196653
02671,1026,66.1,75417,45174,46,4.483430799
02672,277,47.5,76417,60528,0,0
02673,8517,48,63980,33497,565,6.633791241
02675,6580,60.4,74654,46952,441,6.70212766
02702,4382,44.8,95927,39519,327,7.462345961
02703,44789,41.5,74962,38385,3786,8.452968363
02713,49,63.3,-666666666,106547,2,4.081632653
02715,3893,41.6,101216,43650,20,0.513742615
02717,4917,45.3,85139,40142,193,3.925157616
02718,6394,41.5,93184,42361,561,8.773850485
02719,16045,46.4,67394,34938,1168,7.279526332
02720,30160,41.4,51790,28501,5025,16.66114058
02721,25978,37.9,40173,22585,5162,19.87065979
02723,15066,37.9,40318,26297,3126,20.74870569
02724,17769,40.1,39942,24423,3978,22.38730373
02725,2487,51.5,87458,46261,125,5.026135907
02726,15678,46.1,83346,38507,577,3.680316367
02738,5132,50.2,81928,53105,201,3.916601715
02739,6336,53.4,94360,63331,160,2.525252525
02740,43454,37.1,42314,25753,8085,18.60588208
02743,10529,47.1,80221,37160,447,4.245417419
02744,11170,33.2,44252,23458,2657,23.78692927
02745,24993,40.8,61267,30447,3945,15.78441964
02746,15417,31.4,35018,20045,4264,27.65778037
02747,22947,36.3,82963,32202,1318,5.743670197
02748,11607,50.6,87326,49250,674,5.8068407
02760,27474,40.1,90558,43992,2341,8.520783286
02762,9183,42,96066,44915,417,4.540999673
02763,1706,31.6,126339,48060,52,3.048065651
02764,3837,45.3,79725,35945,157,4.091738337
02766,19745,41.2,111042,43647,1155,5.849582173
02767,14488,42.3,101826,44684,774,5.342352292
02769,12173,43.7,116585,45158,211,1.733344287
02770,5407,44.5,103459,46860,185,3.42149066
02771,15441,45,90078,45936,818,5.297584353
02777,16567,45.8,86637,37071,770,4.647793807
02779,6730,43.2,103182,42304,169,2.511144131
02780,50438,39.3,58546,30988,7469,14.80827947
02790,15793,48.5,80430,40994,874,5.534097385
02791,402,66.7,68913,45941,56,13.93034826
02802,723,39.6,69321,30780,138,19.08713693
02804,1849,50.9,108672,40527,58,3.136830719
02806,16153,44.9,125125,65733,469,2.903485421
02807,916,52.5,59423,36812,58,6.331877729
02808,2312,39,74500,26906,198,8.564013841
02809,22172,40.6,72422,36939,1701,7.671838355
02812,1207,44.3,113221,42346,16,1.325600663
02813,7799,48.8,78209,44597,631,8.090780869
02814,7901,45.2,89531,38413,667,8.441969371
02815,367,41.9,194450,62806,12,3.269754768
02816,32738,43.9,72471,37057,2769,8.458060969
02817,6224,47.9,119688,46008,154,2.474293059
02818,18292,46.9,102621,59207,949,5.188060354
02822,6304,44.4,83024,39821,312,4.949238579
02825,5768,48.4,87829,39335,228,3.952843273
02826,418,58.9,91964,34341,31,7.416267943
02827,2202,49.2,82946,39741,101,4.586739328
02828,7592,49.6,86772,45194,133,1.751844046
02830,6255,39.4,84970,36495,721,11.52677858
02831,3277,45.9,95000,45695,100,3.051571559
02832,4795,48.1,80128,42760,329,6.861313869
02833,1141,49.4,88902,31476,113,9.903593339
02835,5494,52.8,111110,66010,178,3.239898071
02836,150,46,-666666666,37221,0,0
02837,3489,57.8,89353,59999,168,4.815133276
02838,3495,34.9,62697,38607,551,15.76537911
02839,2098,41.4,68258,31388,240,11.43946616
02840,23112,37,66805,44834,3131,13.54707511
02841,1633,25,-666666666,37645,0,0
02842,15936,44,74022,41702,1487,9.331074297
02852,22048,46.4,86625,45110,2039,9.248004354
02857,8206,49.7,96004,45170,207,2.52254448
02858,774,48.4,-666666666,35395,95,12.27390181
02859,7070,43.7,87363,35012,603,8.528995757
02860,46363,36.1,43586,25099,8728,18.82535643
02861,25622,39.8,64833,32749,2407,9.394270549
02863,19411,30.2,32928,15490,5718,29.45752408
02864,34797,44.6,91806,43554,2093,6.014886341
02865,17667,44.4,92742,44961,979,5.541404879
02871,17119,47.4,102392,56196,1018,5.946609031
02872,244,68.1,-666666666,32127,0,0
02873,200,59,108750,58864,0,0
02874,6045,43.8,135514,56695,193,3.192721257
02875,466,34.7,160278,45461,0,0
02876,353,26.6,-666666666,21950,127,35.97733711
02878,15774,49.9,75295,40365,926,5.870419678
02879,20610,47.9,89288,46113,1497,7.263464338
02881,7629,19.7,79111,17208,450,5.898545026
02882,14029,46.8,83600,49250,2362,16.83655285
02885,10461,48.3,60486,37348,1187,11.34690756
02886,28776,43.4,69646,38693,2021,7.023213789
02888,18687,43.8,75011,41607,1080,5.779418847
02889,27807,44.3,77783,37211,1624,5.840256051
02891,21143,47.3,70358,42143,1977,9.350612496
02892,5611,44.2,111895,43191,63,1.122794511
02893,29143,39.2,55106,32174,3633,12.46611536
02894,517,48.8,70587,35574,42,8.123791103
02895,41603,36.3,42595,24957,8891,21.37105497
02896,12060,48.4,80885,40038,539,4.469320066
02898,1289,52.5,77917,32632,13,1.008533747
02903,10979,31.4,36347,40177,2636,24.00947263
02904,30613,38.8,44269,28177,5577,18.21775063
02905,26174,32,47942,23901,5774,22.0600596
02906,27825,31,85270,53235,3705,13.31536388
02907,31294,30.3,39877,18566,8691,27.77209689
02908,36314,32,51981,24575,6595,18.16103982
02909,40809,30.4,42041,20112,12040,29.50329584
02910,22387,36.6,73717,31310,2007,8.965024344
02911,15921,38.5,60902,33057,1562,9.810941524
02912,1340,19.9,-666666666,4377,0,0
02914,21487,39.6,51199,28474,2668,12.41681016
02915,16660,44.4,64495,34426,1776,10.66026411
02916,9238,42,80701,41624,304,3.290755575
02917,14139,37.8,83516,34928,493,3.486809534
02919,29307,43.8,65125,35307,2006,6.84478111
02920,37165,41.5,63523,31457,3533,9.506255886
02921,12243,44.1,102917,43576,304,2.48305154
03031,11475,45.9,139421,62554,212,1.847494553
03032,5446,44.4,115089,49610,77,1.413881748
03033,5348,39.9,141875,50237,47,0.878833209
03034,4046,49.9,100904,45677,173,4.275827978
03036,5129,42.5,139688,51890,136,2.651589004
03037,4366,45.5,108173,47565,270,6.184150252
03038,33643,40.2,75792,36435,2695,8.010581696
03042,6966,42.2,76071,36355,371,5.325868504
03043,1577,50.5,99688,47270,55,3.48763475
03044,4659,46.1,110344,44288,81,1.738570509
03045,13621,42.3,90173,40058,823,6.042140812
03046,2827,42.5,121500,48093,31,1.096568801
03047,1913,47.3,79107,35002,137,7.161526398
03048,3515,45.2,79600,36099,186,5.291607397
03049,7918,49.6,135565,63832,145,1.831270523
03051,25408,43.7,104472,45100,1015,3.994804786
03052,8514,42.8,112500,46162,43,0.505050505
03053,25732,41.8,109254,44940,591,2.296751127
03054,25945,42.9,106957,45633,1008,3.885141646
03055,15632,41.7,79235,38271,676,4.324462641
03057,2607,45.6,118750,48933,120,4.602991945
03060,30155,36.5,51979,29624,4512,14.96269275
03062,27793,44.4,94935,48661,1221,4.39319253
03063,16426,40.5,88188,44322,868,5.28430537
03064,14441,38.6,68333,39122,1502,10.40094176
03070,5685,40.2,120300,46789,70,1.231310466
03071,5337,37.4,81029,35814,268,5.021547686
03076,13798,45,106686,45142,244,1.768372228
03077,10376,42.2,76133,33845,779,7.5077101
03079,29234,44,86587,44585,1343,4.59396593
03082,1660,52.2,92986,46581,62,3.734939759
03084,1264,49.4,84583,40363,109,8.623417722
03086,3816,46.8,80226,43791,95,2.48951782
03087,14610,44,148459,57251,99,0.67761807
03101,2953,36.2,32607,35207,960,32.50931256
03102,33003,34.4,57461,29509,4683,14.18961913
03103,36938,34.4,58115,27631,5715,15.47187179
03104,33071,37.2,64909,35859,3633,10.98545554
03106,14273,39.4,84691,38787,534,3.741329784
03109,10600,40.3,80253,37418,601,5.669811321
03110,22535,43.9,135021,58602,609,2.702462836
03215,186,53.9,105000,64989,0,0
03216,2477,41.6,76618,33948,292,11.78845377
03217,2017,37.6,46184,25296,399,19.78185424
03218,963,45.5,59417,38701,0,0
03220,7563,44.1,71541,35589,691,9.136586011
03221,2095,47.2,66528,34628,77,3.675417661
03222,5896,46.4,64167,31581,585,9.921981004
03223,3373,47.6,60625,33200,227,6.729914023
03224,2339,47.4,85625,41506,82,3.505771697
03225,3673,42,75536,32643,234,6.370814048
03226,1056,53.3,76528,41045,68,6.439393939
03227,1040,59.4,82875,49521,57,5.480769231
03229,5691,49.1,88854,44976,210,3.6900369
03230,1222,46.3,63083,30994,71,5.8101473
03231,305,51.8,81667,34620,6,1.967213115
03233,127,61.6,-666666666,76258,0,0
03234,4722,44.9,78622,40119,175,3.706056756
03235,8762,47.9,52860,30511,754,8.605341246
03237,2372,47.4,76450,33981,234,9.865092749
03238,109,44.8,-666666666,20535,10,9.174311927
03240,1362,46.7,61429,31373,128,9.3979442
03241,756,61.3,66250,40828,54,7.142857143
03242,4962,36.2,79867,33191,443,8.927851673
03243,920,50.1,80292,36481,88,9.565217391
03244,7652,45.9,80174,34934,499,6.521170936
03245,2054,48.2,62589,32072,176,8.568646543
03246,16460,46.4,57771,33284,1811,11.00243013
03249,7169,47.8,84500,50443,394,5.495885061
03251,945,55.5,52857,28771,84,8.888888889
03253,6347,50.5,63359,42313,836,13.17157712
03254,4116,54.5,71429,49175,240,5.83090379
03255,2176,53.1,101528,54646,18,0.827205882
03256,2272,49.9,68438,32864,197,8.670774648
03257,4495,42,91471,45397,128,2.847608454
03258,2667,44.2,95114,38311,152,5.699287589
03259,393,59.8,56944,43227,21,5.34351145
03260,757,54.9,101875,48767,5,0.660501982
03261,4335,44.3,90605,38650,206,4.752018454
03262,826,51.2,57463,36232,64,7.748184019
03263,4112,44,55594,27841,509,12.37840467
03264,7290,34.6,54856,27761,785,10.76817558
03266,2152,48.6,54904,28013,276,12.82527881
03268,1270,51.7,83594,35633,63,4.960629921
03269,2908,48.8,89097,39709,113,3.885832187
03273,310,36.8,108750,40395,0,0
03275,11577,40.7,75420,34840,768,6.633842964
03276,8268,43.4,56685,30880,551,6.664247702
03278,2946,42.5,75938,36046,200,6.788866259
03279,765,52.7,48750,32309,59,7.712418301
03280,1199,52.2,78224,46937,41,3.419516264
03281,9031,41.6,94181,38104,563,6.234082604
03282,889,53,67292,40907,83,9.336332958
03284,832,50.3,76932,31872,73,8.774038462
03285,2499,44,67277,32259,70,2.801120448
03287,1550,51.8,85000,51289,26,1.677419355
03290,4965,44.5,97216,43898,155,3.121852971
03291,109,6.3,-666666666,,97,88.99082569
03293,300,13.7,-666666666,29083,0,0
03301,33162,40.9,65663,36310,3179,9.586273446
03303,15849,41.5,74000,33689,709,4.473468358
03304,7880,44,122034,48877,174,2.208121827
03307,5534,49.7,72311,32752,377,6.812432237
03431,25148,37.7,56872,31297,2565,10.19961826
03440,3147,39.6,76500,32554,197,6.259930092
03441,154,57.6,34028,19222,43,27.92207792
03442,1510,35.8,60000,35664,80,5.298013245
03443,425,34.9,71206,31876,0,0
03444,1448,52.4,83958,42715,94,6.491712707
03445,797,43.4,72375,31020,41,5.144291092
03446,5994,49.9,71522,33912,280,4.671338005
03447,2364,50.3,62500,37641,91,3.849407783
03448,804,47.2,70417,31955,62,7.711442786
03449,1751,56.6,69297,51440,41,2.341519132
03450,927,57.7,76806,53323,54,5.825242718
03451,3911,47.1,63669,30374,437,11.17361289
03452,5283,44.2,63739,33599,418,7.912171115
03455,2417,44.2,71136,41702,197,8.150599917
03456,829,43.4,65893,30193,88,10.61519903
03457,826,44.9,82500,40350,104,12.59079903
03458,7022,52.2,85000,55272,469,6.679008829
03461,6054,31,81737,29363,363,5.996035679
03462,1326,45.5,111750,59457,41,3.092006033
03464,1042,49.7,75455,34814,70,6.717850288
03465,2002,43.2,58021,29900,166,8.291708292
03466,1856,50.5,92472,42189,16,0.862068966
03467,1590,54.1,89583,46353,27,1.698113208
03470,5155,40.5,54097,25387,830,16.10087294
03561,5920,50,40259,31096,1194,20.16891892
03570,10221,42.3,39130,21057,1524,14.91047843
03574,2569,52.3,55556,32719,239,9.303230829
03575,68,22.2,-666666666,12025,57,83.82352941
03576,2804,54.5,43814,33684,322,11.48359486
03579,307,60.2,50250,37437,42,13.68078176
03580,1408,58.7,74375,45428,48,3.409090909
03581,3054,54.8,59290,38038,136,4.453176162
03582,2530,45.9,45492,23408,287,11.34387352
03583,850,54.8,55625,32903,33,3.882352941
03584,3673,44.6,55167,28409,268,7.296487885
03585,2832,46.1,58696,31188,299,10.5579096
03586,636,58.1,87857,50152,35,5.503144654
03588,1638,48.9,60000,29164,147,8.974358974
03590,901,49.4,37500,24143,235,26.08213097
03592,1064,58,44611,31482,94,8.834586466
03593,376,59.8,84000,49704,20,5.319148936
03595,704,55.8,63229,31403,26,3.693181818
03597,452,59.7,32917,17984,78,17.25663717
03598,3166,51.7,50938,28494,412,13.01326595
03601,423,55.6,70938,35520,18,4.255319149
03602,2465,48.1,63304,31218,385,15.61866126
03603,5318,48.1,49700,26800,791,14.87401279
03604,123,49.1,158269,55982,0,0
03605,928,47.6,70625,31687,75,8.081896552
03607,392,58.7,64643,37238,16,4.081632653
03608,2981,47.5,71207,47520,122,4.09258638
03609,832,35.6,110250,38811,42,5.048076923
03740,712,53.7,69196,40982,3,0.421348315
03741,4043,45.2,75659,36578,168,4.1553302
03743,13681,42.7,48283,25927,2187,15.98567356
03745,1550,52,81012,40321,172,11.09677419
03746,233,62.2,104167,55014,3,1.287553648
03748,4866,45.1,88041,45558,180,3.699136868
03750,1037,36,162083,52369,10,0.964320154
03751,468,43.9,-666666666,31201,80,17.09401709
03752,702,46.5,59583,29018,96,13.67521368
03753,2869,50,106094,47699,49,1.707912165
03754,51,38.1,-666666666,,0,0
03755,10595,24,123250,51873,652,6.153846154
03765,609,52.2,66055,37608,13,2.134646962
03766,9388,39.1,70268,43735,928,9.884959523
03768,1852,46.7,112625,65151,55,2.969762419
03770,531,21,97500,24104,15,2.824858757
03771,942,46,70000,33633,42,4.458598726
03773,7858,45.1,58760,30938,870,11.07151947
03774,1954,50.9,50018,29614,92,4.708290686
03777,1444,44,73636,39035,145,10.04155125
03779,868,44.6,82083,40718,26,2.995391705
03780,435,41.3,55729,23243,9,2.068965517
03781,2024,48.8,81875,52321,117,5.780632411
03782,3105,45.7,86445,44513,209,6.731078905
03784,4109,37.8,56921,40212,547,13.31224142
03785,2358,42.7,46442,26109,283,12.00169635
03801,22488,40.5,85000,53402,1423,6.327819281
03809,3524,46.9,79653,35701,124,3.518728717
03810,1779,57.2,94018,52781,0,0
03811,6952,48.6,118712,53300,149,2.143268124
03812,596,62.4,43319,46399,74,12.41610738
03813,2663,52.2,64069,42995,182,6.834397296
03814,2315,49.3,43947,28704,230,9.935205184
03816,1506,50.1,62411,34797,54,3.585657371
03817,931,50.5,-666666666,35758,135,14.50053706
03818,3845,39,52051,29099,750,19.50585176
03819,4496,44,91694,40269,104,2.31316726
03820,31629,36.1,71556,41518,3030,9.579815992
03823,1849,41,126667,49314,50,2.704164413
03824,16481,20.8,81995,24299,2305,13.98580183
03825,9245,39.2,97014,42779,321,3.472147107
03826,2250,46.5,74500,43112,27,1.2
03827,3152,47.4,102181,45691,160,5.076142132
03830,1932,54.3,56835,35853,284,14.69979296
03832,299,55.3,67031,43727,22,7.357859532
03833,22116,46.9,88498,50779,1017,4.598480738
03835,6930,44,70257,31335,664,9.581529582
03836,1349,61.3,70096,37008,86,6.375092661
03837,1410,42.9,65577,32165,210,14.89361702
03838,1169,50.2,59541,43280,50,4.277159966
03839,4048,37.6,71053,27580,451,11.14130435
03840,3993,44.9,115417,52320,167,4.182319058
03841,6559,44.8,89595,47492,357,5.442902882
03842,15353,51.4,85585,54849,655,4.266267179
03844,2371,47.3,134425,69862,85,3.584985238
03845,1091,56.4,58594,46144,80,7.332722273
03846,884,58.8,66161,45659,111,12.55656109
03847,363,67.4,81658,78010,0,0
03848,6260,45.5,94473,45291,509,8.130990415
03849,1478,48.2,72560,31016,179,12.11096076
03850,233,69,100221,46842,15,6.43776824
03851,4080,46.8,71308,34508,145,3.553921569
03852,543,47,56750,28343,0,0
03853,474,67,58438,37543,60,12.65822785
03854,835,61.6,136000,134049,8,0.958083832
03855,2697,45.7,81250,35031,173,6.414534668
03856,1757,46.8,154375,62419,57,3.244166192
03857,9063,36.3,73734,39407,607,6.697561514
03858,4920,43.7,107319,45871,179,3.638211382
03860,4479,47.2,61157,32166,664,14.82473766
03861,4485,47.8,100170,51092,49,1.092530658
03862,4473,51.9,95694,59566,263,5.879722781
03864,1853,55.3,47464,27475,290,15.65029682
03865,7689,42.1,86659,41239,313,4.070750423
03867,21591,41.9,64340,33071,1942,8.994488444
03868,5316,45.8,56599,31156,792,14.89841986
03869,2522,46,74896,40398,166,6.582077716
03870,5293,55,122602,85959,237,4.47761194
03871,173,67,-666666666,104361,0,0
03872,3621,48.2,83597,34915,39,1.077050539
03873,6220,41.7,113750,40248,123,1.977491961
03874,8925,50.4,73046,40803,433,4.851540616
03875,1099,52.3,85179,46147,18,1.637852593
03878,11970,36.8,66737,32758,1051,8.780284043
03882,1630,41,70000,31507,160,9.81595092
03883,334,37.7,65945,20642,0,0
03884,3958,47.4,94321,38812,84,2.122283982
03885,7386,46.7,109817,56111,126,1.705930138
03886,1680,51.5,42075,29448,160,9.523809524
03887,2076,42.7,73750,32775,112,5.394990366
03890,166,46.4,61211,17645,0,0
03894,6320,58.5,60898,41556,297,4.699367089
03901,7683,41.5,75164,35034,338,4.399323181
03902,2419,50.8,86563,57557,83,3.431169905
03903,6589,48.6,79835,39496,143,2.170283806
03904,7996,43.4,77036,42294,527,6.590795398
03905,1735,58.9,85759,57239,64,3.688760807
